"spkid","full_name","epoch","e","a","i","om","w","ma","per"
3655362,"       (2013 YC)",2460600.5,0.9427,2.496,2.79,262.21,34.64,278.67,1.44e+03
3655751,"       (2013 YP139)",2460600.5,0.6829,2.4,0.82,291.89,83.83,337.58,1.36e+03
3655975,"       (2014 AF51)",2460600.5,0.4303,1.786,2.80,237.63,330.31,137.10,872
3656788,"       (2014 BW2)",2460600.5,0.4766,1.886,16.51,163.20,26.71,23.03,946
3656789,"       (2014 BX2)",2460600.5,0.7610,2.215,2.25,135.81,99.97,70.56,1.2e+03
3661319,"       (2014 CZ2)",2460600.5,0.6370,2.332,13.79,123.55,111.87,329.19,1.3e+03
3661368,"       (2014 CY4)",2460600.5,0.8186,2.655,15.02,126.57,289.47,184.10,1.58e+03
3661493,"       (2014 CD13)",2460600.5,0.7562,2.209,6.88,332.31,284.49,73.68,1.2e+03
3661509,"       (2014 CU13)",2460600.5,0.6738,2.154,5.94,356.10,249.89,115.26,1.15e+03
3662584,"       (2014 DM22)",2460600.5,0.5592,1.8,42.14,119.90,112.73,101.36,882
3663745,"       (2014 EQ12)",2460600.5,0.7471,2.634,10.98,177.08,93.11,155.87,1.56e+03
3663955,"       (2014 EG45)",2460600.5,0.4981,1.609,25.51,164.16,296.28,95.59,745
3666411,"       (2014 EQ49)",2460600.5,0.2068,1.148,15.16,11.49,50.44,288.30,449
3666473,"       (2014 ER49)",2460600.5,0.6419,2.826,13.67,100.26,160.14,62.33,1.74e+03
3666783,"       (2014 FO47)",2460600.5,0.2711,0.7521,19.20,358.63,347.45,265.10,238
3667127,"       (2014 GE35)",2460600.5,0.5207,1.891,19.16,223.39,232.10,52.21,950
3669248,"       (2014 HE124)",2456775.5,0.8487,1.959,18.73,204.34,229.78,21.09,1e+03
3669253,"       (2014 HQ124)",2460600.5,0.2592,0.8509,26.37,257.54,144.53,307.14,287
3669359,"       (2014 HK129)",2460600.5,0.4889,1.7,6.71,93.84,45.32,279.99,810
3670102,"       (2014 HV177)",2460600.5,0.5490,2.172,4.59,24.26,128.10,114.38,1.17e+03
3671119,"       (2014 JS54)",2460600.5,0.8941,2.075,3.36,235.05,206.53,199.24,1.09e+03
3671129,"       (2014 JV55)",2460600.5,0.6920,2.457,41.44,59.76,106.36,269.31,1.41e+03
3672190,"       (2014 KM4)",2460600.5,0.6867,2.77,5.19,143.53,11.11,91.92,1.68e+03
3672193,"       (2014 KP4)",2460600.5,0.8208,2.322,9.32,249.01,235.96,353.47,1.29e+03
3672561,"       (2014 KS40)",2460600.5,0.5381,2.293,2.93,251.35,4.66,353.73,1.27e+03
3672669,"       (2014 KZ45)",2460600.5,0.4065,1.529,13.76,121.62,231.51,111.95,690
3672906,"       (2014 KT76)",2460600.5,0.7009,2.483,4.43,207.95,298.43,256.80,1.43e+03
3672960,"       (2014 KP84)",2460600.5,0.3513,1.488,22.34,56.21,29.47,18.01,663
3673133,"       (2014 KV86)",2460600.5,0.6414,2.632,25.59,130.96,37.22,172.32,1.56e+03
3673168,"       (2014 KB91)",2460600.5,0.5759,2.333,4.94,201.85,127.13,312.36,1.3e+03
3673865,"       (2014 MP5)",2460600.5,0.5212,2.166,9.76,133.38,183.18,70.21,1.16e+03
3673914,"       (2014 MF6)",2460600.5,0.6128,2.445,4.33,89.81,234.71,240.19,1.4e+03
3673921,"       (2014 MJ6)",2460600.5,0.6421,1.843,4.49,271.45,102.60,16.35,914
3674069,"       (2014 MR26)",2460600.5,0.8251,2.494,10.89,141.46,290.65,242.79,1.44e+03
3674335,"       (2014 MK55)",2460600.5,0.3700,1.37,2.93,162.83,207.87,91.98,586
3674578,"       (2014 NB52)",2460600.5,0.3737,1.253,24.41,279.38,115.36,58.06,512
3674619,"       (2014 NK52)",2460600.5,0.8342,2.21,2.54,248.74,276.31,70.75,1.2e+03
3675229,"       (2014 NG65)",2460600.5,0.3857,1.363,8.35,97.31,305.33,92.04,581
3675019,"       (2014 OT111)",2460600.5,0.5534,2.214,8.35,307.21,320.37,47.17,1.2e+03
3678016,"       (2014 OX299)",2460600.5,0.8549,2.206,6.47,154.32,283.18,24.14,1.2e+03
3678629,"       (2014 OM339)",2460600.5,0.6448,2.579,3.45,28.58,18.24,149.46,1.51e+03
3680936,"       (2014 OJ392)",2460600.5,0.2922,1.168,35.36,316.91,242.18,119.12,461
3681964,"       (2014 PS59)",2460600.5,0.5459,1.964,14.13,162.48,222.85,234.56,1.01e+03
3681972,"       (2014 PW59)",2460600.5,0.7002,2.411,2.38,294.60,296.33,266.06,1.37e+03
3682230,"       (2014 QC3)",2460600.5,0.3730,1.261,37.61,146.34,64.63,120.37,517
3685272,"       (2014 QO390)",2456900.5,0.8007,1.283,21.50,325.56,231.11,31.87,531
3685808,"       (2014 QX432)",2460600.5,0.5868,1.366,6.44,111.72,68.74,230.97,583
3686160,"       (2014 QK434)",2460600.5,0.5033,1.941,5.98,252.25,166.14,234.01,988
3689271,"       (2014 SS1)",2460600.5,0.5184,2.123,1.48,358.28,341.62,96.97,1.13e+03
3689353,"       (2014 SP142)",2460600.5,0.4200,1.16,5.57,125.16,81.25,123.97,457
3691095,"       (2014 SM260)",2460600.5,0.8861,2.253,7.75,335.54,248.29,10.07,1.24e+03
3692751,"       (2014 TN17)",2460600.5,0.7029,2.255,16.29,0.51,106.29,326.07,1.24e+03
3693057,"       (2014 TW32)",2460600.5,0.6245,2.544,14.63,326.91,10.09,177.27,1.48e+03
3693163,"       (2014 TY33)",2460600.5,0.2616,1.413,18.66,196.54,180.57,347.25,614
3693266,"       (2014 TA36)",2460600.5,0.7064,2.839,6.13,228.95,256.47,12.57,1.75e+03
3694451,"       (2014 UQ56)",2460600.5,0.3241,1.437,39.91,45.41,182.47,99.40,629
3695930,"       (2014 VL6)",2460600.5,0.3291,1.243,6.09,38.85,279.95,106.36,506
3696441,"       (2014 WD7)",2460600.5,0.7508,2.262,2.31,218.75,308.76,308.83,1.24e+03
3697798,"       (2014 WZ120)",2460600.5,0.6399,2.212,20.91,244.78,245.22,347.81,1.2e+03
3698847,"       (2014 WT202)",2460600.5,0.0631,0.9657,23.39,58.81,185.76,334.68,347
3699506,"       (2014 WE365)",2460600.5,0.5003,1.231,7.24,130.90,67.44,1.69,499
3699903,"       (2014 WR367)",2460600.5,0.6624,2.427,7.25,49.63,311.87,235.11,1.38e+03
3699901,"       (2014 WK368)",2460600.5,0.7121,2.155,14.30,237.13,105.23,61.65,1.16e+03
3699954,"       (2014 XJ3)",2460600.5,0.7248,2.136,1.18,22.90,161.36,37.13,1.14e+03
3701883,"       (2014 XL7)",2460600.5,0.5331,1.654,7.50,74.45,250.79,277.90,777
3702914,"       (2014 YY8)",2460600.5,0.5938,2.13,20.00,14.34,134.63,38.61,1.14e+03
3703003,"       (2014 YL14)",2460600.5,0.7643,2.749,5.92,67.82,291.08,65.59,1.66e+03
3703073,"       (2014 YR15)",2460600.5,0.4092,0.7497,5.71,320.50,309.03,238.62,237
3703166,"       (2014 YS34)",2460600.5,0.3853,1.553,6.89,210.06,321.99,346.44,707
3703080,"       (2014 YW34)",2460600.5,0.4255,1.407,6.03,314.30,57.31,0.50,610
3703314,"       (2015 AH)",2460600.5,0.2405,0.907,14.07,255.27,70.62,230.25,315
3704141,"       (2015 AY245)",2460600.5,0.1093,1.127,13.59,143.64,13.05,29.74,437
3704265,"       (2015 BS4)",2460600.5,0.6534,2.728,6.10,355.08,187.46,40.40,1.65e+03
3705045,"       (2015 BZ310)",2460600.5,0.5547,2.032,4.08,304.97,271.56,100.14,1.06e+03
3707694,"       (2015 BL311)",2460600.5,0.8441,2.367,1.72,220.29,143.34,253.57,1.33e+03
3707698,"       (2015 BN311)",2460600.5,0.3234,1.416,16.81,98.56,228.17,49.06,615
3709602,"       (2015 BK515)",2460600.5,0.4467,1.75,5.26,152.25,59.52,26.11,845
3709711,"       (2015 BP515)",2460600.5,0.1715,1.251,17.75,134.34,196.59,148.26,511
3764850,"       (2015 BO519)",2457044.5,0.8517,3.597,6.11,215.74,279.88,353.84,2.49e+03
3709960,"       (2015 CA1)",2460600.5,0.6365,2.813,10.67,352.76,195.56,351.81,1.72e+03
3710160,"       (2015 CX12)",2460600.5,0.6099,2.003,5.74,195.90,227.53,169.17,1.04e+03
3710228,"       (2015 CV13)",2460600.5,0.2883,1.338,13.04,124.79,132.53,6.83,565
3710245,"       (2015 CZ13)",2460600.5,0.7635,2.802,19.05,145.70,77.61,2.89,1.71e+03
3710913,"       (2015 DB1)",2460600.5,0.2546,1.155,38.12,144.42,242.42,12.45,453
3711779,"       (2015 DH155)",2460600.5,0.6993,2.449,12.47,169.82,262.11,204.61,1.4e+03
3711785,"       (2015 DP155)",2460600.5,0.2245,1.317,5.44,89.09,152.30,85.55,552
3712420,"       (2015 DU180)",2460600.5,0.9220,1.926,4.86,51.75,315.42,240.57,977
3712625,"       (2015 DC200)",2460600.5,0.8656,1.776,3.05,224.01,85.87,349.83,864
3712670,"       (2015 DN215)",2460600.5,0.7485,2.74,10.36,3.22,80.73,55.89,1.66e+03
3712675,"       (2015 DR215)",2460600.5,0.4715,0.6666,4.06,314.57,42.70,85.35,199
3713283,"       (2015 EK7)",2460600.5,0.3667,1.511,3.43,140.76,125.81,1.20,678
3713941,"       (2015 EO61)",2460600.5,0.7343,1.455,1.98,43.63,261.37,118.73,641
3713304,"       (2015 FJ)",2460600.5,0.7844,2.584,8.25,189.40,100.06,91.28,1.52e+03
3713308,"       (2015 FL)",2460600.5,0.6515,2.686,15.71,11.66,224.79,52.27,1.61e+03
3713991,"       (2015 FF35)",2460600.5,0.5214,1.883,8.82,235.14,35.44,206.79,944
3714454,"       (2015 FS117)",2460600.5,0.2544,1.187,28.37,356.56,54.19,245.51,472
3714488,"       (2015 FN118)",2460600.5,0.5446,1.652,27.67,195.08,247.64,234.22,776
3714553,"       (2015 FT118)",2460600.5,0.1907,1.167,21.10,196.74,154.62,78.04,461
3714579,"       (2015 FE120)",2460600.5,0.5491,2.256,22.66,21.36,189.48,285.60,1.24e+03
3715094,"       (2015 FV284)",2460600.5,0.4891,1.782,8.82,317.14,148.51,32.77,869
3715376,"       (2015 FS332)",2460600.5,0.4746,1.807,35.13,193.51,135.79,273.72,887
3715498,"       (2015 GS)",2460600.5,0.4769,1.727,11.85,113.79,20.98,93.52,829
3715507,"       (2015 GY)",2460600.5,0.2001,1.068,11.81,207.76,108.67,128.19,403
3715906,"       (2015 GZ13)",2460600.5,0.5982,1.821,33.51,44.58,282.40,265.12,898
3717082,"       (2015 HR11)",2460600.5,0.1692,1.214,31.16,210.69,198.05,171.61,489
3718322,"       (2015 HY116)",2460600.5,0.6935,2.727,14.12,92.72,248.45,352.69,1.64e+03
3718828,"       (2015 HX176)",2460600.5,0.8043,3.88,28.44,15.56,123.95,89.01,2.79e+03
3720869,"       (2015 HV182)",2460600.5,0.2805,1.405,0.68,155.20,254.93,33.33,608
3719175,"       (2015 JV)",2460600.5,0.6719,2.451,7.23,87.15,74.04,175.87,1.4e+03
3719183,"       (2015 JD1)",2460600.5,0.2225,1.218,19.14,221.15,128.11,279.02,491
3719203,"       (2015 JY1)",2460600.5,0.5049,2.114,8.51,267.98,16.77,6.45,1.12e+03
3719473,"       (2015 KB19)",2460600.5,0.4344,1.72,7.02,253.02,40.29,34.40,824
3720440,"       (2015 KJ122)",2460600.5,0.7503,0.7853,5.07,187.89,229.79,18.60,254
3720769,"       (2015 KH157)",2460600.5,0.5323,1.792,21.55,89.32,51.31,356.08,876
3720846,"       (2015 KL157)",2460600.5,0.6175,2.643,35.52,279.23,5.14,53.42,1.57e+03
3721220,"       (2015 LK24)",2460600.5,0.6174,2.673,14.41,94.86,202.56,43.75,1.6e+03
3721907,"       (2015 MW53)",2460600.5,0.1968,1.202,36.46,85.51,314.84,280.92,481
3723597,"       (2015 MT96)",2460600.5,0.5357,2.262,10.42,177.63,173.28,233.70,1.24e+03
3723767,"       (2015 MG116)",2457201.5,0.5667,1.467,2.46,174.84,201.73,326.51,649
3724221,"       (2015 ME131)",2460600.5,0.2122,0.8164,33.64,317.78,156.88,69.68,269
3723888,"       (2015 NU2)",2460600.5,0.6481,1.139,8.14,243.62,279.95,276.72,444
3723951,"       (2015 NJ3)",2460600.5,0.6708,1.688,12.28,134.39,251.44,47.98,801
3724058,"       (2015 NK13)",2460600.5,0.5587,2.254,8.10,192.89,192.44,239.21,1.24e+03
3724106,"       (2015 NU13)",2460600.5,0.5903,1.83,4.22,139.78,260.55,205.80,904
3724112,"       (2015 NZ13)",2460600.5,0.7808,2.015,6.58,175.39,239.68,62.74,1.04e+03
3724392,"       (2015 OC22)",2460600.5,0.9028,2.148,11.65,124.73,321.65,314.14,1.15e+03
3724644,"       (2015 OL35)",2460600.5,0.6449,2.587,4.49,134.65,296.39,52.55,1.52e+03
3724987,"       (2015 PM)",2460600.5,0.6330,1.308,7.47,181.05,244.31,6.74,546
3726014,"       (2015 PR228)",2460600.5,0.6894,2.595,7.28,320.47,107.21,36.07,1.53e+03
3726015,"       (2015 PU228)",2460600.5,0.7863,2.291,9.42,299.21,274.34,254.98,1.27e+03
3726510,"       (2015 PM307)",2457249.5,0.8604,2.18,8.03,142.10,319.18,343.91,1.18e+03
3726513,"       (2015 QO3)",2460600.5,0.8503,2.266,10.05,158.72,308.42,225.96,1.25e+03
3727174,"       (2015 RA36)",2460600.5,0.6416,2.602,34.50,156.08,157.67,68.68,1.53e+03
3727338,"       (2015 RP82)",2460600.5,0.6189,2.473,24.68,193.69,36.27,165.70,1.42e+03
3728373,"       (2015 RR150)",2460600.5,0.4981,2.039,42.16,174.21,167.34,53.07,1.06e+03
3728857,"       (2015 SY16)",2460600.5,0.4989,1.243,5.27,294.47,305.78,253.50,506
3729275,"       (2015 TX24)",2460600.5,0.8741,2.262,6.11,32.29,127.78,214.93,1.24e+03
3729841,"       (2015 TV144)",2460600.5,0.6536,2.424,12.71,90.38,57.56,113.70,1.38e+03
3729835,"       (2015 TB145)",2460600.5,0.8597,2.102,39.72,37.62,121.79,326.39,1.11e+03
3729846,"       (2015 TH145)",2460600.5,0.7172,2.971,12.79,351.82,128.99,258.77,1.87e+03
3730336,"       (2015 TK178)",2460600.5,0.5656,2.316,11.36,86.10,212.04,242.21,1.29e+03
3730322,"       (2015 TL178)",2460600.5,0.6890,2.094,6.65,68.57,55.32,329.50,1.11e+03
3730321,"       (2015 TR178)",2460600.5,0.6890,2.374,10.50,200.59,82.28,189.15,1.34e+03
3730574,"       (2015 TM237)",2460600.5,0.5380,1.573,13.79,159.73,90.91,344.21,721
3730580,"       (2015 TY237)",2460600.5,0.4996,1.219,5.73,111.31,119.30,336.07,492
3730731,"       (2015 TK238)",2460600.5,0.6071,2.41,3.68,170.12,161.99,156.55,1.37e+03
3731242,"       (2015 TD323)",2457310.5,0.6310,1.616,48.91,13.92,95.90,333.27,750
3731244,"       (2015 TE323)",2460600.5,0.5989,2.201,9.59,194.26,323.78,209.03,1.19e+03
3732123,"       (2015 UR51)",2460600.5,0.4227,1.762,19.36,221.80,176.91,303.19,855
3732675,"       (2015 UK52)",2460600.5,0.3688,1.555,20.95,239.10,216.82,189.74,708
3733140,"       (2015 VE1)",2460600.5,0.5671,2.246,1.90,98.27,273.52,244.92,1.23e+03
3735470,"       (2015 WA2)",2460600.5,0.6294,1.599,14.60,31.64,273.34,180.52,739
3735539,"       (2015 WG9)",2460600.5,0.6914,2.033,34.37,239.36,90.04,42.28,1.06e+03
3735600,"       (2015 WB13)",2460600.5,0.6345,2.828,38.16,246.57,178.87,307.81,1.74e+03
3736234,"       (2015 XP129)",2460600.5,0.3946,1.586,20.05,269.48,16.89,261.72,730
3736248,"       (2015 XD130)",2460600.5,0.4633,1.483,32.99,253.55,297.87,268.58,659
3736502,"       (2015 XK261)",2460600.5,0.5808,2.248,8.09,208.73,318.54,204.75,1.23e+03
3736659,"       (2015 XK351)",2460600.5,0.5758,1.606,11.83,135.98,67.67,89.23,743
3736806,"       (2015 XU378)",2460600.5,0.4859,1.974,23.75,89.67,3.23,64.91,1.01e+03
3739011,"       (2015 YU7)",2460600.5,0.4126,0.8194,7.19,254.02,44.26,72.19,271
3739061,"       (2015 YY9)",2457390.5,0.5643,1.864,8.29,78.12,300.10,23.08,930
3739217,"       (2016 AL8)",2460600.5,0.4330,1.779,7.91,144.94,24.08,232.10,867
3739246,"       (2016 AZ8)",2460600.5,0.3552,1.321,5.59,89.99,318.57,318.15,555
3739316,"       (2016 AA10)",2460600.5,0.5093,1.879,12.66,59.73,342.52,162.31,941
3739393,"       (2016 AC65)",2460600.5,0.7289,1.629,10.58,282.17,59.22,119.90,759
3740497,"       (2016 AH193)",2460600.5,0.7662,1.433,17.85,125.54,242.44,67.21,626
3740808,"       (2016 BE1)",2460600.5,0.6075,2.347,7.52,57.72,17.42,168.12,1.31e+03
3740897,"       (2016 BC14)",2460600.5,0.1826,0.8707,8.37,4.03,337.09,54.05,297
3740915,"       (2016 BP14)",2460600.5,0.7541,2.889,1.98,165.07,228.27,290.24,1.79e+03
3740926,"       (2016 BV14)",2460600.5,0.7145,2.355,7.70,137.51,261.88,166.87,1.32e+03
3740928,"       (2016 BZ14)",2460600.5,0.6655,2.86,31.16,137.26,32.41,281.11,1.77e+03
3740934,"       (2016 BD15)",2460600.5,0.3111,1.467,35.54,303.24,203.35,308.99,649
3741556,"       (2016 BR80)",2460600.5,0.4525,1.703,12.07,8.73,160.58,318.05,812
3741566,"       (2016 CS29)",2460600.5,0.5550,1.972,13.96,173.91,39.50,16.54,1.01e+03
3742342,"       (2016 CL136)",2460600.5,0.6222,0.7297,21.53,316.42,23.53,80.21,228
3743119,"       (2016 CW137)",2460600.5,0.6539,2.407,37.68,133.01,316.29,140.26,1.36e+03
3743605,"       (2016 CU193)",2460600.5,0.3561,1.472,49.89,322.37,323.12,201.18,653
3743606,"       (2016 CW193)",2460600.5,0.6713,2.478,6.51,184.94,235.28,95.65,1.42e+03
3743739,"       (2016 CJ195)",2460600.5,0.3435,1.603,25.52,352.38,356.69,236.80,741
3744153,"       (2016 CO247)",2460600.5,0.5133,1.419,18.36,292.19,90.32,115.17,618
3744155,"       (2016 CR247)",2460600.5,0.0916,1.108,14.17,359.27,57.92,254.00,426
3744785,"       (2016 CL264)",2460600.5,0.5749,1.647,34.12,138.46,100.37,337.45,772
3744790,"       (2016 DL)",2460600.5,0.4712,0.7142,23.85,290.11,33.18,309.54,220
3745504,"       (2016 EF28)",2460600.5,0.6570,1.871,5.16,143.90,292.13,153.09,935
3745900,"       (2016 EJ56)",2460600.5,0.4548,1.39,28.37,168.62,95.14,39.43,599
3745899,"       (2016 EL56)",2460600.5,0.8560,2.029,11.35,334.53,70.29,8.90,1.06e+03
3746452,"       (2016 EU85)",2460600.5,0.4822,1.848,2.59,359.38,23.58,243.24,918
3747314,"       (2016 EH157)",2460600.5,0.6246,2.434,10.04,22.85,198.24,83.34,1.39e+03
3747349,"       (2016 EZ157)",2460600.5,0.6185,2.65,12.35,267.20,1.18,321.53,1.58e+03
3748270,"       (2016 FY3)",2460600.5,0.6887,2.626,22.44,35.91,238.39,348.52,1.55e+03
3748546,"       (2016 FC15)",2460600.5,0.3947,1.5,5.48,249.15,206.80,275.72,671
3752785,"       (2016 FG60)",2460600.5,0.6087,1.406,9.32,297.41,102.30,131.42,609
3750665,"       (2016 GQ134)",2460600.5,0.4724,1.494,12.25,22.65,301.97,163.18,667
3750673,"       (2016 GD135)",2460600.5,0.5683,1.971,9.40,232.81,59.16,349.45,1.01e+03
3752013,"       (2016 GX221)",2460600.5,0.8789,2.495,6.91,187.56,250.69,70.34,1.44e+03
3752099,"       (2016 GD241)",2460600.5,0.7691,1.488,11.67,30.10,314.54,212.69,663
3752443,"       (2016 HN3)",2460600.5,0.5557,2.148,19.35,64.21,199.82,239.02,1.15e+03
3752454,"       (2016 HV3)",2460600.5,0.3284,1.438,23.79,214.12,145.87,217.27,630
3752780,"       (2016 JW5)",2460600.5,0.6737,2.725,2.96,172.66,352.26,332.58,1.64e+03
3752784,"       (2016 JC6)",2460600.5,0.2829,0.8066,6.78,236.79,174.19,44.71,265
3753092,"       (2016 JJ24)",2460600.5,0.7582,1.31,10.86,190.12,230.07,344.82,548
3753371,"       (2016 JU33)",2460600.5,0.5335,1.828,3.88,293.11,223.89,170.76,903
3753590,"       (2016 JT38)",2457512.5,0.6506,2.329,0.90,236.43,88.52,332.74,1.3e+03
3753621,"       (2016 KL1)",2460600.5,0.2801,0.9015,18.14,69.76,317.03,187.19,313
3753640,"       (2016 KR3)",2460600.5,0.5194,1.302,24.23,208.24,269.30,283.70,543
3753695,"       (2016 LN1)",2460600.5,0.5620,2.249,6.32,320.91,25.35,153.07,1.23e+03
3753919,"       (2016 LV47)",2457551.5,0.8634,1.786,15.19,92.15,317.15,339.00,872
3754264,"       (2016 LX48)",2460600.5,0.6913,3.222,5.58,327.28,4.04,145.76,2.11e+03
3754386,"       (2016 NV)",2460600.5,0.2366,1.266,16.29,255.15,145.16,199.17,520
3754438,"       (2016 NG15)",2460600.5,0.6027,1.837,23.09,267.95,108.49,86.66,909
3755112,"       (2016 NO16)",2460600.5,0.5739,2.459,26.99,151.39,182.40,31.58,1.41e+03
3755203,"       (2016 NT22)",2460600.5,0.8703,1.246,17.79,315.76,146.25,266.78,508
3755311,"       (2016 NQ32)",2460600.5,0.4178,1.515,3.53,212.43,170.10,106.07,681
3755345,"       (2016 NG33)",2460600.5,0.0950,1.037,29.92,136.74,39.35,47.22,386
3756758,"       (2016 OK1)",2460600.5,0.6018,2.173,13.75,247.29,139.37,170.06,1.17e+03
3756949,"       (2016 PF8)",2460600.5,0.5629,1.13,5.67,109.58,79.21,0.10,439
3757001,"       (2016 PR8)",2460600.5,0.6769,2.841,16.33,97.57,312.40,236.79,1.75e+03
3757288,"       (2016 PN38)",2460600.5,0.6175,2.462,3.58,343.53,56.56,21.04,1.41e+03
3757294,"       (2016 PR38)",2460600.5,0.4282,1.657,4.70,176.75,225.47,262.99,779
3757396,"       (2016 PO39)",2460600.5,0.5217,1.844,33.13,335.93,219.03,167.14,914
3757398,"       (2016 PQ39)",2460600.5,0.5362,1.663,7.85,18.18,53.83,246.80,783
3757411,"       (2016 PZ39)",2460600.5,0.7866,2.267,4.25,79.67,118.32,163.54,1.25e+03
3758257,"       (2016 QJ44)",2460600.5,0.3179,1.384,10.43,323.03,160.62,239.58,595
3758274,"       (2016 QC45)",2460600.5,0.6672,2.649,24.20,331.22,310.09,329.99,1.57e+03
3758270,"       (2016 QE45)",2460600.5,0.5258,1.253,4.85,18.89,95.72,213.34,513
3758927,"       (2016 RN1)",2460600.5,0.2750,1.31,25.29,188.60,20.52,248.94,548
3758926,"       (2016 RT1)",2460600.5,0.1113,0.9603,30.57,343.80,145.13,90.30,344
3759716,"       (2016 SJ1)",2460600.5,0.7009,2.752,6.73,42.62,35.07,256.27,1.67e+03
3760537,"       (2016 TZ17)",2460600.5,0.6213,2.706,3.99,308.93,31.99,295.04,1.63e+03
3760585,"       (2016 TJ18)",2460600.5,0.5830,2.408,17.72,44.94,349.04,49.34,1.36e+03
3760884,"       (2016 TH55)",2457674.5,0.6735,1.622,39.82,206.85,284.61,332.46,755
3761034,"       (2016 TA57)",2460600.5,0.5418,0.8996,30.07,33.56,129.23,51.56,312
3761127,"       (2016 TY92)",2460600.5,0.6450,2.824,12.15,80.13,24.83,222.25,1.73e+03
3761480,"       (2016 UZ25)",2460600.5,0.7928,2.498,3.81,32.33,114.54,352.62,1.44e+03
3761549,"       (2016 UJ31)",2460600.5,0.3289,1.48,30.28,348.60,5.15,172.26,657
3761740,"       (2016 UW40)",2460600.5,0.3006,1.335,14.51,43.73,244.53,123.38,563
3762886,"       (2016 UF101)",2460600.5,0.6323,2.688,10.13,317.12,18.60,301.22,1.61e+03
3763276,"       (2016 VC1)",2460600.5,0.6859,2.29,13.37,245.48,241.62,91.09,1.27e+03
3764797,"       (2016 WJ7)",2460600.5,0.5426,1.954,4.97,303.05,214.30,285.97,998
3764848,"       (2016 WF9)",2460600.5,0.6648,2.85,15.18,125.16,342.89,213.52,1.76e+03
3764847,"       (2016 WG9)",2460600.5,0.6420,2.343,5.78,122.46,219.76,92.24,1.31e+03
3764863,"       (2016 WW9)",2460600.5,0.6896,2.835,21.49,295.13,218.53,222.28,1.74e+03
3765022,"       (2016 XM)",2460600.5,0.4886,1.871,14.56,22.27,140.61,356.24,935
3765532,"       (2016 XG1)",2460600.5,0.7684,1.419,10.29,62.35,224.83,287.16,617
3765642,"       (2016 XA2)",2460600.5,0.7513,2.05,7.02,262.71,276.69,222.64,1.07e+03
3765646,"       (2016 XH2)",2460600.5,0.3869,1.672,0.88,220.92,305.43,180.99,790
3765661,"       (2016 XW17)",2460600.5,0.7549,2.674,11.38,265.08,285.60,274.72,1.6e+03
3765705,"       (2016 XC18)",2457732.5,0.6698,2.051,8.93,64.68,279.74,19.53,1.07e+03
3766015,"       (2016 XM23)",2460600.5,0.3401,1.224,26.16,64.17,247.43,3.27,495
3766033,"       (2016 XO23)",2460600.5,0.6221,2.099,4.37,237.33,299.82,187.17,1.11e+03
3766032,"       (2016 XP23)",2460600.5,0.6451,2.462,37.96,37.97,319.48,25.22,1.41e+03
3766075,"       (2016 YZ)",2460600.5,0.3947,1.645,12.27,324.75,188.67,229.74,771
3766160,"       (2016 YW7)",2460600.5,0.4489,1.071,16.32,223.96,81.03,124.52,405
3766185,"       (2016 YT8)",2460600.5,0.6258,1.998,9.10,75.48,121.17,247.60,1.03e+03
3766238,"       (2016 YB11)",2457755.5,0.5298,1.906,14.51,77.22,304.21,22.20,961
3766294,"       (2017 AE3)",2460600.5,0.6402,1.845,9.50,269.33,107.66,59.39,915
3766338,"       (2017 AM4)",2460600.5,0.2689,1.42,60.27,129.08,176.58,20.57,618
3766463,"       (2017 AY13)",2460600.5,0.5567,1.96,5.74,181.92,224.29,320.68,1e+03
3766499,"       (2017 AN19)",2460600.5,0.3690,1.495,19.78,281.30,329.36,347.64,668
3766497,"       (2017 AQ19)",2460600.5,0.4824,1.865,9.45,169.35,359.46,360.00,930
3766660,"       (2017 AG21)",2457759.5,0.1127,1.08,12.99,20.22,15.01,56.22,410
3766608,"       (2017 BF3)",2460600.5,0.6073,2.011,6.60,245.18,128.27,280.12,1.04e+03
