"spkid","full_name","epoch","e","a","i","om","w","ma","per"
3444275,"       (2009 AE16)",2460600.5,0.7367,1.789,46.14,309.79,280.47,188.12,874
3445070,"       (2009 BE58)",2460600.5,0.5597,0.9371,1.87,149.54,120.90,42.88,331
3445537,"       (2009 BD81)",2454870.5,0.6394,2.593,12.46,344.38,190.54,352.58,1.52e+03
3445538,"       (2009 BE81)",2460600.5,0.3495,1.523,18.80,118.00,333.49,144.31,686
3445602,"       (2009 CS)",2460600.5,0.5954,2.007,3.21,250.01,170.89,208.15,1.04e+03
3445668,"       (2009 CC3)",2460600.5,0.5347,2.207,11.31,194.75,15.83,272.23,1.2e+03
3447934,"       (2009 DR3)",2460600.5,0.5596,1.978,4.07,344.51,237.73,208.93,1.02e+03
3448068,"       (2009 DS10)",2460600.5,0.5866,2.207,7.51,313.06,123.41,294.18,1.2e+03
3448961,"       (2009 DZ42)",2460600.5,0.5828,2.447,13.10,295.11,183.43,36.70,1.4e+03
3448993,"       (2009 DM45)",2460600.5,0.3673,1.172,26.69,336.32,90.89,164.27,464
3449054,"       (2009 DL46)",2460600.5,0.3073,1.461,7.92,63.37,160.39,281.84,645
3449591,"       (2009 EP2)",2460600.5,0.3562,0.927,27.70,175.16,129.83,75.50,326
3451789,"       (2009 FE)",2460600.5,0.6137,2.529,1.90,39.65,201.23,297.08,1.47e+03
3451790,"       (2009 FF)",2460600.5,0.4684,1.474,0.98,265.80,11.12,205.93,653
3454731,"       (2009 FU4)",2460600.5,0.6159,2.382,12.91,42.10,233.13,52.77,1.34e+03
3454735,"       (2009 FY4)",2460600.5,0.3275,1.013,20.98,162.61,244.68,208.16,372
3455137,"       (2009 FU23)",2460600.5,0.2822,0.8372,13.90,57.74,315.29,280.80,280
3457438,"       (2009 HV2)",2460600.5,0.4991,1.642,6.73,37.97,261.05,95.74,768
3457840,"       (2009 HA21)",2460600.5,0.7292,1.461,6.41,205.40,219.91,339.66,645
3457843,"       (2009 HD21)",2460600.5,0.6883,2.769,18.65,179.16,134.29,103.38,1.68e+03
3458941,"       (2009 HV58)",2460600.5,0.5841,1.984,46.97,69.70,50.91,229.01,1.02e+03
3459429,"       (2009 JR)",2460600.5,0.4896,1.73,8.41,225.36,295.22,305.79,831
3461188,"       (2009 KD3)",2454977.5,0.6760,2.17,7.93,39.30,116.23,17.88,1.17e+03
3461189,"       (2009 KE3)",2460600.5,0.7026,2.67,5.86,13.77,319.93,181.22,1.59e+03
3462015,"       (2009 KK8)",2460600.5,0.5942,2.403,2.27,120.48,194.14,37.79,1.36e+03
3463079,"       (2009 LQ)",2460600.5,0.5904,1.536,5.34,114.48,244.15,348.82,696
3463175,"       (2009 LW2)",2460600.5,0.2594,1.206,33.15,101.10,41.09,321.64,484
3464007,"       (2009 OF)",2460600.5,0.5990,2.352,9.37,126.86,218.07,67.33,1.32e+03
3466069,"       (2009 QJ9)",2460600.5,0.6207,2.717,19.27,157.78,202.23,125.68,1.64e+03
3467085,"       (2009 RV1)",2460600.5,0.6376,2.698,1.89,2.00,56.46,134.80,1.62e+03
3467148,"       (2009 RZ3)",2460600.5,0.6747,2.211,52.65,344.68,114.19,181.78,1.2e+03
3467177,"       (2009 SB)",2460600.5,0.8007,2.213,5.45,215.07,271.80,182.91,1.2e+03
3467187,"       (2009 SN)",2455092.5,0.3219,1.428,26.47,344.66,37.75,345.72,623
3467355,"       (2009 SW17)",2460600.5,0.5982,2.013,8.40,42.44,42.18,77.09,1.04e+03
3467394,"       (2009 SG18)",2460600.5,0.6738,3.04,57.84,177.39,204.62,294.71,1.94e+03
3471590,"       (2009 TK12)",2460600.5,0.5844,1.695,3.84,245.51,245.54,249.39,806
3471663,"       (2009 UQ)",2460600.5,0.5346,1.785,14.50,8.68,306.05,124.58,871
3472299,"       (2009 UY17)",2460600.5,0.3163,0.8186,42.06,202.07,30.57,220.50,270
3475236,"       (2009 VW)",2460600.5,0.5626,1.44,7.16,54.39,256.11,266.25,631
3475238,"       (2009 VZ)",2460600.5,0.3253,1.413,12.31,233.65,221.51,300.40,613
3476134,"       (2009 VA26)",2460600.5,0.3833,1.513,38.96,230.70,307.46,283.21,680
3476771,"       (2009 VQ44)",2455155.5,0.7265,1.345,29.80,46.78,237.92,35.91,569
3477574,"       (2009 WJ1)",2460600.5,0.6784,2.455,0.62,276.55,195.14,296.40,1.4e+03
3483055,"       (2009 XV)",2460600.5,0.6874,2.568,3.34,44.51,327.15,229.50,1.5e+03
3483513,"       (2009 XT6)",2460600.5,0.7676,2.18,5.74,264.90,82.03,235.93,1.18e+03
3485260,"       (2010 AF30)",2460600.5,0.3719,1.325,3.06,62.39,162.90,171.05,557
54180389,"       (2010 BV132)",2460600.5,0.1798,1.228,17.28,255.00,186.54,339.73,497
3508127,"       (2010 CN44)",2460600.5,0.6712,2.866,3.86,188.75,303.96,13.91,1.77e+03
3508146,"       (2010 DO)",2460600.5,0.7458,1.612,11.94,154.43,116.82,31.90,748
3511311,"       (2010 DG77)",2455246.5,0.6501,2.742,16.73,290.02,196.11,5.05,1.66e+03
3511355,"       (2010 DJ77)",2460600.5,0.2107,0.9547,24.75,286.71,103.75,7.50,341
3511892,"       (2010 EF44)",2460600.5,0.8884,2.187,38.01,173.69,235.12,199.15,1.18e+03
3511894,"       (2010 EK44)",2460600.5,0.7722,2.837,11.26,180.67,107.70,359.20,1.75e+03
3512281,"       (2010 FQ)",2460600.5,0.3563,1.527,10.56,140.43,359.52,276.34,689
3513382,"       (2010 FF10)",2460600.5,0.6317,2.38,5.08,166.09,105.33,328.95,1.34e+03
3514551,"       (2010 FC81)",2460600.5,0.6231,2.677,1.68,144.30,63.64,110.54,1.6e+03
3515065,"       (2010 GS7)",2460600.5,0.6591,2.694,9.12,190.83,57.05,89.07,1.61e+03
3515377,"       (2010 GU21)",2460600.5,0.5633,2.183,3.18,57.17,201.20,167.50,1.18e+03
3518309,"       (2010 HY22)",2460600.5,0.7242,3.655,44.15,19.19,343.29,73.66,2.55e+03
3519490,"       (2010 JG)",2460600.5,0.3196,1.19,23.31,49.72,292.02,325.61,474
3520202,"       (2010 JK33)",2460600.5,0.6101,2.232,4.04,28.54,289.86,94.39,1.22e+03
3520666,"       (2010 JV34)",2460600.5,0.5441,1.723,7.21,225.32,87.03,111.43,826
3520759,"       (2010 JJ41)",2460600.5,0.6686,1.069,3.21,50.65,28.89,94.16,403
3521439,"       (2010 JN71)",2460600.5,0.5903,2.381,17.74,62.41,185.59,325.80,1.34e+03
3522155,"       (2010 JE88)",2460600.5,0.7640,2.109,10.73,224.59,260.23,271.36,1.12e+03
3523945,"       (2010 KQ10)",2460600.5,0.6620,2.384,6.70,243.85,287.77,352.73,1.34e+03
3523946,"       (2010 KR10)",2460600.5,0.5863,2.168,1.05,94.46,233.01,165.18,1.17e+03
54114211,"       (2010 KD149)",2460600.5,0.2118,0.8889,14.23,324.42,131.04,204.95,306
3529053,"       (2010 LK34)",2460600.5,0.8073,1.829,5.32,130.07,249.31,264.88,904
3529599,"       (2010 LZ63)",2460600.5,0.7610,1.89,13.87,307.00,79.56,163.69,949
3536555,"       (2010 MU112)",2460600.5,0.5400,1.756,48.04,261.10,119.22,25.21,850
54205433,"       (2010 MD127)",2460600.5,0.5998,1.768,19.70,19.91,112.79,66.20,859
54148940,"       (2010 NT81)",2460600.5,0.2778,1.33,10.47,329.89,5.07,77.67,560
3541751,"       (2010 ON101)",2460600.5,0.4095,1.629,9.31,251.57,8.14,317.67,759
3542519,"       (2010 PK9)",2460600.5,0.6758,0.6821,12.59,306.51,195.64,214.52,206
3547804,"       (2010 RA147)",2460600.5,0.6542,2.161,5.82,8.22,116.76,121.05,1.16e+03
3552292,"       (2010 RF181)",2460600.5,0.5453,2.21,6.22,51.07,2.45,84.92,1.2e+03
3548660,"       (2010 TP54)",2460600.5,0.5958,2.392,3.47,351.53,67.21,273.24,1.35e+03
3549033,"       (2010 TP55)",2460600.5,0.6694,2.349,3.33,232.77,69.59,344.96,1.31e+03
3549036,"       (2010 TS149)",2460600.5,0.3900,1.498,3.43,128.11,13.33,144.64,669
3549391,"       (2010 TU149)",2460600.5,0.8247,2.213,1.96,58.89,92.65,84.04,1.2e+03
3549694,"       (2010 TX168)",2460600.5,0.5235,1.483,26.02,32.92,101.55,224.79,660
3550042,"       (2010 UY6)",2460600.5,0.6166,2.649,19.88,9.03,20.39,84.93,1.57e+03
3550057,"       (2010 UG7)",2460600.5,0.7733,2.238,15.99,25.84,102.05,48.62,1.22e+03
3550082,"       (2010 UQ7)",2460600.5,0.6783,2.454,4.51,236.83,76.59,243.70,1.4e+03
3550084,"       (2010 US7)",2460600.5,0.6383,1.962,55.19,240.87,247.92,9.28,1e+03
3550127,"       (2010 UK8)",2460600.5,0.6971,2.19,1.86,11.60,135.41,87.78,1.18e+03
3550233,"       (2010 VZ)",2460600.5,0.5922,2.447,8.46,181.93,215.64,227.50,1.4e+03
3550464,"       (2010 VT11)",2460600.5,0.6110,1.754,2.48,249.36,65.76,22.08,849
3551067,"       (2010 VD72)",2460600.5,0.1812,0.9184,19.19,224.07,310.25,188.13,321
3552655,"       (2010 WV8)",2460600.5,0.6720,2.126,8.44,55.12,288.13,188.43,1.13e+03
3552661,"       (2010 WZ8)",2460600.5,0.5035,1.973,3.70,284.22,200.48,346.56,1.01e+03
3553169,"       (2010 XC15)",2460600.5,0.4199,0.7324,8.24,94.40,158.11,186.57,229
3553279,"       (2010 XB24)",2460600.5,0.4392,1.286,5.53,263.28,285.91,117.93,533
3553283,"       (2010 XC25)",2460600.5,0.5279,1.743,2.97,303.85,237.34,334.71,841
3553704,"       (2010 XA68)",2460600.5,0.3013,1.157,59.28,74.32,107.46,329.14,455
3553986,"       (2010 XP69)",2460600.5,0.3427,1.523,14.59,199.85,197.32,147.85,687
3553994,"       (2010 YB)",2460600.5,0.4945,1.822,3.60,314.46,94.54,237.61,899
3555162,"       (2011 AM24)",2460600.5,0.1489,1.177,9.14,127.13,215.29,36.53,466
3555165,"       (2011 AT26)",2460600.5,0.6971,2.373,1.75,243.23,125.07,296.09,1.34e+03
3555653,"       (2011 BX10)",2460600.5,0.6455,2.812,9.77,79.08,348.67,326.43,1.72e+03
3555763,"       (2011 BY18)",2460600.5,0.7834,2.263,3.65,135.19,240.14,22.22,1.24e+03
3558389,"       (2011 BE38)",2460600.5,0.7110,2.63,8.16,321.35,302.65,52.36,1.56e+03
3556126,"       (2011 BM45)",2460600.5,0.8033,1.921,5.32,302.18,63.29,81.25,972
3557481,"       (2011 BO59)",2460600.5,0.4649,1.829,4.75,343.52,221.38,164.94,904
3557636,"       (2011 BT59)",2460600.5,0.9450,2.493,3.67,36.24,305.92,192.77,1.44e+03
3556208,"       (2011 CG2)",2460600.5,0.1584,1.177,2.76,293.17,283.95,195.94,467
3556968,"       (2011 CT4)",2460600.5,0.7186,1.726,2.65,304.76,69.68,56.10,828
3557196,"       (2011 CC22)",2460600.5,0.1153,1.123,34.82,130.31,171.25,26.36,434
3557485,"       (2011 CX46)",2460600.5,0.5493,1.473,7.77,150.82,105.77,181.94,653
3557486,"       (2011 CY46)",2460600.5,0.6117,2.149,11.56,11.09,221.16,100.22,1.15e+03
3557843,"       (2011 DV)",2460600.5,0.0499,0.9569,10.59,35.12,350.55,341.50,342
3557957,"       (2011 DS9)",2460600.5,0.6427,2.622,3.70,93.35,146.25,59.49,1.55e+03
3558375,"       (2011 EL11)",2460600.5,0.6903,1.996,3.91,313.72,82.24,341.06,1.03e+03
3558386,"       (2011 EF17)",2460600.5,0.7432,2.343,4.22,3.83,282.41,246.30,1.31e+03
3559599,"       (2011 EO40)",2460600.5,0.5403,1.654,3.36,50.25,17.17,180.68,777
3559839,"       (2011 EL51)",2460600.5,0.5687,1.191,10.98,198.48,94.85,108.42,475
3559842,"       (2011 EO51)",2460600.5,0.7861,1.565,6.75,175.09,227.43,9.59,715
3560915,"       (2011 GA)",2460600.5,0.5909,1.8,9.83,200.35,109.69,168.70,882
3562866,"       (2011 GS60)",2460600.5,0.9227,3.363,19.30,137.51,307.56,78.65,2.25e+03
3563859,"       (2011 HS)",2460600.5,0.6918,2.818,7.86,182.35,334.46,321.87,1.73e+03
3564590,"       (2011 JA)",2460600.5,0.2875,1.185,41.62,215.01,286.18,206.39,471
3564724,"       (2011 JD1)",2455688.5,0.3576,1.112,21.95,34.31,85.63,60.02,428
3565474,"       (2011 JR13)",2460600.5,0.7257,1.299,24.70,235.08,129.59,337.67,541
3566441,"       (2011 KE)",2460600.5,0.9547,2.206,5.89,205.00,188.56,19.23,1.2e+03
3566695,"       (2011 KU15)",2455711.5,0.8761,1.955,4.40,214.49,166.85,337.84,998
3567991,"       (2011 LA19)",2460600.5,0.6515,2.912,19.21,97.95,202.75,231.60,1.82e+03
3567993,"       (2011 LC19)",2460600.5,0.7321,3.197,10.50,219.42,139.20,99.42,2.09e+03
3567995,"       (2011 LJ19)",2460600.5,0.6208,2.622,1.54,296.42,30.50,34.96,1.55e+03
3568319,"       (2011 MU)",2460600.5,0.6651,1.35,7.30,99.98,281.92,138.37,573
3572706,"       (2011 OB)",2460600.5,0.5241,0.904,27.74,106.23,48.92,225.97,314
3574100,"       (2011 OR15)",2460600.5,0.4432,1.655,5.01,146.08,251.11,39.65,778
3574344,"       (2011 OV18)",2460600.5,0.4391,1.63,16.94,271.30,148.99,68.11,760
3574783,"       (2011 PS)",2460600.5,0.5151,1.806,3.73,19.08,26.86,125.39,887
3577535,"       (2011 RJ1)",2460600.5,0.5893,2.551,6.75,7.39,345.37,77.25,1.49e+03
3578980,"       (2011 SO32)",2460600.5,0.4769,1.725,9.91,198.73,243.61,247.81,827
3579078,"       (2011 SM68)",2460600.5,0.6642,1.396,19.24,24.02,109.21,284.27,602
3580963,"       (2011 TK)",2460600.5,0.6462,2.464,7.78,328.34,122.18,118.57,1.41e+03
3581507,"       (2011 TC4)",2460600.5,0.7196,1.491,3.13,200.68,309.40,4.30,665
3581669,"       (2011 TX8)",2460600.5,0.7084,0.9095,5.98,207.83,313.36,287.11,317
3582010,"       (2011 TN9)",2460600.5,0.4510,1.899,4.10,199.15,163.14,355.08,956
3582137,"       (2011 UG20)",2460600.5,0.6867,1.124,18.99,205.70,305.07,275.01,435
3582138,"       (2011 UH20)",2460600.5,0.3361,1.231,35.77,21.61,257.17,245.06,499
3582143,"       (2011 UT20)",2460600.5,0.4407,1.191,6.56,271.34,246.46,272.18,475
3582516,"       (2011 UV63)",2460600.5,0.1338,1.193,9.79,13.66,189.87,173.16,476
3585470,"       (2011 UE305)",2460600.5,0.6707,2.421,4.72,303.66,53.00,168.59,1.38e+03
3586027,"       (2011 VU5)",2460600.5,0.5567,2.198,30.47,44.01,25.01,346.17,1.19e+03
3589298,"       (2011 WN46)",2455894.5,0.4145,1.146,26.57,43.11,104.11,312.07,448
3589302,"       (2011 WR46)",2455896.5,0.8948,2.473,4.87,240.74,323.36,347.74,1.42e+03
3591407,"       (2011 XA3)",2460600.5,0.9261,1.466,28.12,273.30,324.05,58.36,649
3591595,"       (2011 YE6)",2460600.5,0.7290,2.813,3.06,182.05,348.27,247.12,1.72e+03
3591611,"       (2011 YG6)",2460600.5,0.2989,1.165,28.06,92.82,267.37,131.48,459
3591721,"       (2011 YH28)",2460600.5,0.7167,2.611,8.74,284.09,288.90,345.68,1.54e+03
3591722,"       (2011 YJ28)",2460600.5,0.0926,1.06,27.08,290.09,305.89,139.72,398
3591886,"       (2011 YV62)",2460600.5,0.5997,1.636,7.79,243.82,85.37,91.85,765
3592225,"       (2012 AD3)",2460600.5,0.6061,2.197,5.22,149.75,216.17,7.61,1.19e+03
3595774,"       (2012 AA11)",2460600.5,0.4857,1.977,6.42,21.11,146.10,189.77,1.02e+03
3596143,"       (2012 BS23)",2460600.5,0.5779,1.938,5.38,317.50,259.20,230.71,985
3596144,"       (2012 BT23)",2460600.5,0.5996,1.976,9.09,182.23,43.38,179.53,1.01e+03
3596491,"       (2012 BU61)",2460600.5,0.7771,2.526,5.23,296.22,74.04,79.11,1.47e+03
3596845,"       (2012 BJ86)",2460600.5,0.6372,1.981,1.34,301.85,100.04,219.06,1.02e+03
3596848,"       (2012 BM86)",2460600.5,0.6365,2.146,11.36,163.81,56.80,351.62,1.15e+03
3597095,"       (2012 BB124)",2460600.5,0.2112,1.155,15.79,137.63,122.80,341.11,453
3599062,"       (2012 CA21)",2460600.5,0.6562,2.663,28.66,127.89,35.87,327.37,1.59e+03
3599930,"       (2012 CA55)",2460600.5,0.4797,1.801,8.64,175.89,41.54,58.47,883
3599862,"       (2012 DE31)",2460600.5,0.3729,1.15,29.69,141.63,262.19,156.32,451
3599866,"       (2012 DK31)",2460600.5,0.5766,0.6938,11.17,165.18,149.28,188.81,211
3601471,"       (2012 FQ1)",2460600.5,0.6160,2.605,5.17,98.27,169.28,325.17,1.54e+03
3601472,"       (2012 FR1)",2460600.5,0.7101,2.178,13.29,354.55,87.23,356.84,1.17e+03
3602023,"       (2012 FG58)",2460600.5,0.5473,2.147,13.52,32.82,220.51,338.18,1.15e+03
3602063,"       (2012 FO62)",2460600.5,0.5161,2.015,3.98,258.41,212.86,171.31,1.04e+03
3602625,"       (2012 GV17)",2460600.5,0.4590,1.641,11.04,6.77,311.82,274.92,768
3602685,"       (2012 HJ1)",2460600.5,0.6066,2.002,31.30,44.62,291.25,100.32,1.03e+03
3602783,"       (2012 HG8)",2460600.5,0.7277,2.46,25.58,214.51,256.80,104.65,1.41e+03
3603124,"       (2012 HG31)",2460600.5,0.5320,2.173,10.24,148.28,173.10,286.29,1.17e+03
3603170,"       (2012 HZ33)",2460600.5,0.2103,1.197,23.88,54.90,231.59,131.25,479
3604216,"       (2012 JS11)",2460600.5,0.6736,2.823,9.54,208.02,124.15,195.86,1.73e+03
3604304,"       (2012 KA4)",2460600.5,0.7800,1.1,5.80,214.89,237.50,314.06,422
3604307,"       (2012 KC6)",2460600.5,0.2464,1.241,11.32,195.37,338.03,34.67,505
3604618,"       (2012 KU12)",2460600.5,0.4886,1.638,8.63,53.06,74.37,23.70,766
3605576,"       (2012 LR1)",2460600.5,0.3813,1.337,42.32,83.09,66.58,61.37,564
3605577,"       (2012 LZ1)",2460600.5,0.5897,2.558,26.09,264.49,14.28,3.74,1.49e+03
3605764,"       (2012 LK11)",2460600.5,0.5938,2.428,5.15,152.12,160.03,84.47,1.38e+03
3605890,"       (2012 MS4)",2460600.5,0.7209,2.264,67.68,265.86,257.54,243.05,1.24e+03
3605900,"       (2012 MJ6)",2460600.5,0.4899,1.822,9.23,82.18,127.43,24.24,899
3605940,"       (2012 MZ6)",2456106.5,0.7120,2.141,1.36,317.20,225.05,19.56,1.14e+03
3606220,"       (2012 NN)",2460600.5,0.6275,2.575,4.63,237.52,6.31,356.20,1.51e+03
3606252,"       (2012 OO)",2460600.5,0.3838,1.697,4.83,160.88,179.92,177.69,808
3606253,"       (2012 OQ)",2460600.5,0.3950,1.191,7.10,294.00,100.76,101.00,475
3606308,"       (2012 OP4)",2460600.5,0.6584,2.118,20.65,143.56,262.86,325.38,1.13e+03
3607382,"       (2012 PS4)",2460600.5,0.5934,1.767,3.94,86.18,144.24,92.56,858
3607728,"       (2012 QC8)",2460600.5,0.7586,2.821,5.68,22.17,47.73,195.71,1.73e+03
3607784,"       (2012 QQ10)",2460600.5,0.4688,1.935,3.96,65.53,227.95,202.94,983
3608092,"       (2012 QG42)",2460600.5,0.3745,1.026,6.81,344.77,116.18,162.56,379
3608326,"       (2012 QE50)",2460600.5,0.4410,1.733,11.90,193.91,224.89,82.70,833
3608618,"       (2012 RG15)",2460600.5,0.4536,1.077,48.94,336.61,247.24,1.64,408
3610024,"       (2012 TY52)",2460600.5,0.5531,1.664,9.63,221.58,252.88,176.82,784
3610029,"       (2012 TF53)",2460600.5,0.3689,1.426,6.13,201.04,282.41,316.78,622
3610526,"       (2012 TO139)",2460600.5,0.8884,2.441,5.36,179.14,56.40,76.03,1.39e+03
3610527,"       (2012 TP139)",2460600.5,0.4649,1.467,2.34,271.76,3.37,327.63,649
3610765,"       (2012 TJ146)",2460600.5,0.6446,2.681,5.17,41.44,54.90,235.93,1.6e+03
3612842,"       (2012 UZ33)",2460600.5,0.5804,2.228,3.36,85.88,224.77,249.31,1.21e+03
3614397,"       (2012 UU136)",2460600.5,0.2120,1.16,35.59,36.08,227.73,313.23,456
3614639,"       (2012 UR138)",2460600.5,0.5430,1.968,7.78,255.87,49.08,152.87,1.01e+03
3614980,"       (2012 UR158)",2460600.5,0.8576,2.232,3.19,286.45,239.43,192.01,1.22e+03
3616694,"       (2012 VK6)",2456242.5,0.7054,2.303,1.84,291.02,339.31,20.21,1.28e+03
3616695,"       (2012 VL6)",2460600.5,0.5659,2.343,8.73,19.48,19.28,115.54,1.31e+03
3616698,"       (2012 VO6)",2460600.5,0.5355,1.966,3.57,242.47,243.78,85.72,1.01e+03
3617158,"       (2012 VF37)",2460600.5,0.6514,2.463,4.90,82.40,58.77,13.62,1.41e+03
3617387,"       (2012 VE46)",2460600.5,0.3613,0.7131,6.67,8.65,190.59,141.63,220
3618023,"       (2012 VC82)",2460600.5,0.5813,2.38,10.81,355.34,29.27,89.63,1.34e+03
3619342,"       (2012 XY6)",2460600.5,0.4901,2.009,7.78,348.32,173.34,24.02,1.04e+03
3620666,"       (2012 XO111)",2460600.5,0.4980,2.005,4.27,328.03,189.89,31.38,1.04e+03
3620863,"       (2012 XA133)",2460600.5,0.6977,1.328,4.06,225.56,77.99,320.72,559
3621018,"       (2012 XJ134)",2460600.5,0.7376,2.567,2.47,237.02,124.49,328.55,1.5e+03
3621620,"       (2012 YO1)",2460600.5,0.4900,1.825,17.47,85.81,312.74,301.09,900
3621700,"       (2012 YO3)",2460600.5,0.6726,2.439,3.60,30.95,351.45,49.00,1.39e+03
3621805,"       (2012 YY6)",2460600.5,0.6812,1.525,4.03,22.62,317.79,125.24,688
3623524,"       (2013 AN20)",2460600.5,0.3048,1.465,23.07,105.34,355.84,232.31,647
3623580,"       (2013 AS27)",2460600.5,0.2285,1.105,33.59,105.21,253.43,132.56,424
3623673,"       (2013 AX52)",2460600.5,0.1221,1.198,32.60,289.10,356.66,172.21,479
3623947,"       (2013 AN60)",2460600.5,0.5822,1.894,6.95,248.51,125.73,212.27,952
3624741,"       (2013 BC18)",2460600.5,0.7696,2.754,24.79,286.11,262.35,192.05,1.67e+03
3624742,"       (2013 BD18)",2460600.5,0.6638,2.319,17.27,285.05,251.73,101.06,1.29e+03
3626394,"       (2013 BO76)",2460600.5,0.5201,1.701,1.95,242.18,4.96,36.85,810
3631824,"       (2013 ED28)",2460600.5,0.6667,1.55,4.89,152.93,258.55,33.70,705
3632244,"       (2013 ER89)",2460600.5,0.5357,1.695,26.98,0.95,283.62,49.53,806
3632675,"       (2013 EV108)",2460600.5,0.6342,2.398,8.42,33.34,215.22,27.43,1.36e+03
3633047,"       (2013 EO126)",2460600.5,0.7822,2.297,2.98,153.40,148.55,96.36,1.27e+03
3633048,"       (2013 FX7)",2460600.5,0.3099,1.266,5.22,211.53,28.91,13.12,520
3633051,"       (2013 FA8)",2460600.5,0.6738,1.929,3.12,165.46,281.00,137.64,979
3633188,"       (2013 FW13)",2460600.5,0.3619,1.121,23.42,175.80,272.17,331.39,434
3634185,"       (2013 GY7)",2460600.5,0.2306,1.247,29.57,189.90,128.60,353.08,508
3634388,"       (2013 GR38)",2460600.5,0.5567,1.79,4.59,218.64,68.39,263.01,875
3634615,"       (2013 GS66)",2460600.5,0.5843,2.011,2.44,204.25,273.41,33.92,1.04e+03
3634711,"       (2013 GG69)",2460600.5,0.6694,2.684,9.26,183.17,144.73,180.05,1.61e+03
3634781,"       (2013 GZ73)",2460600.5,0.6172,2.372,7.34,116.76,340.19,94.57,1.33e+03
3634847,"       (2013 GA80)",2460600.5,0.1534,1.174,32.19,29.10,133.15,50.17,465
3634904,"       (2013 GH84)",2460600.5,0.3716,1.564,14.90,53.35,186.50,306.50,715
3638239,"       (2013 JM7)",2460600.5,0.2740,1.211,4.96,242.47,154.85,46.03,487
3638237,"       (2013 JN7)",2460600.5,0.6400,1.719,2.25,297.49,167.53,70.49,824
3638288,"       (2013 JM14)",2460600.5,0.5097,1.894,8.09,109.36,44.63,164.12,952
3638380,"       (2013 JL22)",2460600.5,0.5943,1.187,3.06,37.95,69.09,349.55,472
3638466,"       (2013 JR28)",2460600.5,0.6548,2.201,6.55,103.54,230.57,154.34,1.19e+03
3638629,"       (2013 KZ1)",2460600.5,0.5065,1.563,29.20,236.01,104.73,260.98,714
3640745,"       (2013 LE16)",2460600.5,0.6077,2.564,32.83,81.77,198.13,265.77,1.5e+03
3640747,"       (2013 LG16)",2460600.5,0.4082,1.6,11.15,232.78,209.56,26.65,739
3644047,"       (2013 LM31)",2460600.5,0.6550,2.265,1.75,103.16,251.17,93.33,1.25e+03
3644046,"       (2013 LN31)",2460600.5,0.8022,2.258,23.21,100.76,278.85,106.82,1.24e+03
3644231,"       (2013 MW6)",2460600.5,0.4837,1.733,5.51,0.75,191.24,17.56,833
3644702,"       (2013 NV)",2460600.5,0.5111,0.9585,29.29,275.58,227.81,82.12,343
3644813,"       (2013 NJ10)",2460600.5,0.4573,1.613,7.04,90.71,25.16,343.40,748
3645089,"       (2013 NF19)",2460600.5,0.6953,1.67,27.33,283.23,263.10,104.95,788
3645192,"       (2013 ND24)",2460600.5,0.7428,2.048,3.64,295.10,97.24,283.50,1.07e+03
3645200,"       (2013 OD4)",2460600.5,0.7763,1.885,12.20,127.35,299.38,96.77,945
3645384,"       (2013 PV13)",2460600.5,0.6449,2.749,11.88,151.13,221.54,153.45,1.66e+03
3645993,"       (2013 QR1)",2460600.5,0.7369,1.95,45.64,151.51,279.37,16.04,994
3646046,"       (2013 QU1)",2460600.5,0.2495,1.184,35.24,149.13,55.25,330.09,471
3646734,"       (2013 QC11)",2460600.5,0.6191,1.511,2.15,250.45,332.77,34.74,678
3648203,"       (2013 RZ73)",2460600.5,0.5341,1.368,25.13,355.54,262.33,13.45,585
3648205,"       (2013 RH74)",2460600.5,0.5942,2.284,5.48,200.43,227.76,56.45,1.26e+03
3648317,"       (2013 RJ74)",2460600.5,0.7207,2.819,22.50,348.13,124.48,99.22,1.73e+03
3648716,"       (2013 SW24)",2460600.5,0.6514,2.672,6.14,347.16,323.85,199.79,1.6e+03
3651153,"       (2013 TR132)",2460600.5,0.3614,1.45,31.96,35.38,330.10,124.53,638
3651158,"       (2013 TE135)",2460600.5,0.7580,2.364,6.05,182.24,103.12,27.99,1.33e+03
3651169,"       (2013 TT135)",2460600.5,0.6015,2.144,6.49,341.40,327.28,199.31,1.15e+03
3651198,"       (2013 TV135)",2460600.5,0.5941,2.426,6.74,333.33,23.87,334.39,1.38e+03
3653190,"       (2013 US3)",2460600.5,0.1851,1.202,12.32,39.54,134.19,357.31,481
3653537,"       (2013 VO5)",2460600.5,0.6908,1.279,2.02,74.00,211.07,237.24,529
3653699,"       (2013 VY13)",2460600.5,0.5143,1.732,5.52,261.18,87.19,308.27,832
3653902,"       (2013 WR43)",2460600.5,0.3671,1.413,5.90,280.16,42.20,230.73,614
3653916,"       (2013 WT44)",2460600.5,0.5654,2.264,12.20,182.67,325.86,47.63,1.24e+03
3653970,"       (2013 WT45)",2460600.5,0.4669,1.63,9.34,33.02,122.09,44.56,760
3654057,"       (2013 WR67)",2460600.5,0.7158,2.554,4.93,263.37,75.08,252.11,1.49e+03
3654378,"       (2013 WF108)",2460600.5,0.5736,1.994,23.45,238.96,309.03,263.69,1.03e+03
3654338,"       (2013 XW3)",2460600.5,0.4802,1.737,4.63,70.51,284.38,303.99,836
3654982,"       (2013 XN24)",2460600.5,0.6207,2.69,13.93,279.11,173.09,170.59,1.61e+03
